id,isResult,side,h,a,goals,xG,datetime,forecast,result,date,team,is_home,opponent,home_title,away_title,h_goals,a_goals,xG_num,xGA_num,rolling_xg,rolling_xga,rest_days,is_derby,euro_travel
14086,True,a,"{'id': '228', 'title': 'Fulham', 'short_title': 'FLH'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '0', 'a': '3'}","{'h': '0.126327', 'a': '2.16287'}",2020-09-12 11:30:00+00:00,"{'w': 0.015556024174864257, 'd': 0.13098888091547736, 'l': 0.8534550841423703}",w,2020-09-12 11:30:00+00:00,Arsenal,False,Fulham,Fulham,Arsenal,0,3,2.16287,0.126327,2.16287,0.126327,0,False,False
14099,True,h,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '2', 'a': '1'}","{'h': '1.32902', 'a': '2.06377'}",2020-09-19 19:00:00+00:00,"{'w': 0.24407883823592397, 'd': 0.21199420022278395, 'l': 0.5439269556834567}",w,2020-09-19 19:00:00+00:00,Arsenal,True,West_Ham,Arsenal,West Ham,2,1,1.32902,2.06377,1.7459449999999999,1.0950484999999999,7,False,False
14115,True,a,"{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '3', 'a': '1'}","{'h': '2.73834', 'a': '1.17817'}",2020-09-28 19:15:00+00:00,"{'w': 0.7017193006049527, 'd': 0.15880274683166576, 'l': 0.13947773526529658}",l,2020-09-28 19:15:00+00:00,Arsenal,False,Liverpool,Liverpool,Arsenal,3,1,1.17817,2.73834,1.5566866666666666,1.6428123333333333,9,False,False
14465,True,h,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '238', 'title': 'Sheffield United', 'short_title': 'SHE'}","{'h': '2', 'a': '1'}","{'h': '0.667131', 'a': '0.144994'}",2020-10-04 13:00:00+00:00,"{'w': 0.4395102750415532, 'd': 0.4879031388833844, 'l': 0.0725865860750612}",w,2020-10-04 13:00:00+00:00,Arsenal,True,Sheffield_United,Arsenal,Sheffield United,2,1,0.667131,0.144994,1.33429775,1.2683577499999998,5,False,False
14480,True,a,"{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '1', 'a': '0'}","{'h': '1.43023', 'a': '0.838322'}",2020-10-17 16:30:00+00:00,"{'w': 0.5096990678887009, 'd': 0.27003910560889455, 'l': 0.22026182645934003}",l,2020-10-17 16:30:00+00:00,Arsenal,False,Manchester_City,Manchester City,Arsenal,1,0,0.838322,1.43023,1.2351025999999998,1.3007322,13,False,False
14485,True,h,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'h': '0', 'a': '1'}","{'h': '0.73944', 'a': '0.736172'}",2020-10-25 19:15:00+00:00,"{'w': 0.31541556640335616, 'd': 0.3710971918817449, 'l': 0.3134872417148908}",l,2020-10-25 19:15:00+00:00,Arsenal,True,Leicester,Arsenal,Leicester,0,1,0.73944,0.736172,0.9504166,1.4227012,8,False,False
14500,True,a,"{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '0', 'a': '1'}","{'h': '0.394113', 'a': '0.998072'}",2020-11-01 16:30:00+00:00,"{'w': 0.14356691856324408, 'd': 0.35633667162390653, 'l': 0.5000964098125575}",w,2020-11-01 16:30:00+00:00,Arsenal,False,Manchester_United,Manchester United,Arsenal,0,1,0.998072,0.394113,0.8842270000000001,1.0887698000000001,6,False,False
14505,True,h,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'h': '0', 'a': '3'}","{'h': '1.39037', 'a': '1.98553'}",2020-11-08 19:15:00+00:00,"{'w': 0.2687083096484149, 'd': 0.21753954090807417, 'l': 0.5137521458955175}",l,2020-11-08 19:15:00+00:00,Arsenal,True,Aston_Villa,Arsenal,Aston Villa,0,3,1.39037,1.98553,0.9266670000000001,0.9382078,7,False,False
14518,True,a,"{'id': '245', 'title': 'Leeds', 'short_title': 'LED'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '0', 'a': '0'}","{'h': '1.9617', 'a': '0.710778'}",2020-11-22 16:30:00+00:00,"{'w': 0.6690410979927893, 'd': 0.20466008167762287, 'l': 0.1262988173279613}",d,2020-11-22 16:30:00+00:00,Arsenal,False,Leeds,Leeds,Arsenal,0,0,0.710778,1.9617,0.9353964000000001,1.301549,13,False,False
14525,True,h,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}","{'h': '1', 'a': '2'}","{'h': '1.1185', 'a': '2.0069'}",2020-11-29 19:15:00+00:00,"{'w': 0.20694534990119975, 'd': 0.2137504614831059, 'l': 0.5793041845638468}",l,2020-11-29 19:15:00+00:00,Arsenal,True,Wolverhampton_Wanderers,Arsenal,Wolverhampton Wanderers,1,2,1.1185,2.0069,0.991432,1.416883,7,False,False
14542,True,a,"{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '2', 'a': '0'}","{'h': '0.390629', 'a': '0.595216'}",2020-12-06 16:30:00+00:00,"{'w': 0.19844387684348472, 'd': 0.4650532895496162, 'l': 0.3365028336068986}",l,2020-12-06 16:30:00+00:00,Arsenal,False,Tottenham,Tottenham,Arsenal,2,0,0.595216,0.390629,0.9625872,1.3477744,6,True,False
14554,True,h,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}","{'h': '0', 'a': '1'}","{'h': '1.85362', 'a': '0.815375'}",2020-12-13 19:15:00+00:00,"{'w': 0.6194186385376844, 'd': 0.22099863629813118, 'l': 0.15958272374562246}",l,2020-12-13 19:15:00+00:00,Arsenal,True,Burnley,Arsenal,Burnley,0,1,1.85362,0.815375,1.1336968,1.4320267999999998,7,False,False
14555,True,h,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'h': '1', 'a': '1'}","{'h': '0.661135', 'a': '1.11296'}",2020-12-16 18:00:00+00:00,"{'w': 0.21741912318349468, 'd': 0.31938625590362396, 'l': 0.463194620911536}",d,2020-12-16 18:00:00+00:00,Arsenal,True,Southampton,Arsenal,Southampton,1,1,0.661135,1.11296,0.9878498,1.2575128,2,False,False
14569,True,a,"{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '2', 'a': '1'}","{'h': '0.661744', 'a': '1.25206'}",2020-12-19 17:30:00+00:00,"{'w': 0.19656004985305883, 'd': 0.29751603065737076, 'l': 0.5059239194826625}",l,2020-12-19 17:30:00+00:00,Arsenal,False,Everton,Everton,Arsenal,2,1,1.25206,0.661744,1.0961062,0.9975215999999998,2,False,False
14575,True,h,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'h': '3', 'a': '1'}","{'h': '1.94485', 'a': '2.25414'}",2020-12-26 17:30:00+00:00,"{'w': 0.34204146080489756, 'd': 0.1996116842244406, 'l': 0.4583468339034703}",w,2020-12-26 17:30:00+00:00,Arsenal,True,Chelsea,Arsenal,Chelsea,3,1,1.94485,2.25414,1.2613762,1.0469696,7,False,False
14585,True,a,"{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '0', 'a': '1'}","{'h': '0.799368', 'a': '1.31394'}",2020-12-29 18:00:00+00:00,"{'w': 0.22731274096955278, 'd': 0.2852377587433694, 'l': 0.4874495002736218}",w,2020-12-29 18:00:00+00:00,Arsenal,False,Brighton,Brighton,Arsenal,0,1,1.31394,0.799368,1.405121,1.1287174,3,False,False
14600,True,a,"{'id': '76', 'title': 'West Bromwich Albion', 'short_title': 'WBA'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '0', 'a': '4'}","{'h': '0.869874', 'a': '4.03429'}",2021-01-02 20:00:00+00:00,"{'w': 0.036866958611992795, 'd': 0.06742914482009536, 'l': 0.8956819460405312}",w,2021-01-02 20:00:00+00:00,Arsenal,False,West_Bromwich_Albion,West Bromwich Albion,Arsenal,0,4,4.03429,0.869874,1.8412550000000003,1.1396172,4,False,False
14605,True,h,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '0', 'a': '0'}","{'h': '0.368554', 'a': '0.709634'}",2021-01-14 20:00:00+00:00,"{'w': 0.17102669576477098, 'd': 0.4351794741861215, 'l': 0.3937938300491054}",d,2021-01-14 20:00:00+00:00,Arsenal,True,Crystal_Palace,Arsenal,Crystal Palace,0,0,0.368554,0.709634,1.7827388000000002,1.0589520000000001,12,False,False
14615,True,h,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '3', 'a': '0'}","{'h': '2.30744', 'a': '0.168796'}",2021-01-18 20:00:00+00:00,"{'w': 0.8612963276442454, 'd': 0.12012820677049924, 'l': 0.018575440737556202}",w,2021-01-18 20:00:00+00:00,Arsenal,True,Newcastle_United,Arsenal,Newcastle United,3,0,2.30744,0.168796,1.9938148000000002,0.9603624,4,False,False
14632,True,a,"{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '1', 'a': '3'}","{'h': '0.99504', 'a': '2.4339'}",2021-01-26 20:15:00+00:00,"{'w': 0.13633967406824737, 'd': 0.1734095595323975, 'l': 0.6902507172077298}",w,2021-01-26 20:15:00+00:00,Arsenal,False,Southampton,Southampton,Arsenal,1,3,2.4339,0.99504,2.0916248,0.7085424,8,False,False
14635,True,h,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'h': '0', 'a': '0'}","{'h': '0.747166', 'a': '1.51332'}",2021-01-30 17:30:00+00:00,"{'w': 0.18439183922681335, 'd': 0.2600660747788027, 'l': 0.5555420859014581}",d,2021-01-30 17:30:00+00:00,Arsenal,True,Manchester_United,Arsenal,Manchester United,0,0,0.747166,1.51332,1.9782700000000002,0.8513328000000001,3,False,False
14650,True,a,"{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '2', 'a': '1'}","{'h': '1.56162', 'a': '0.716265'}",2021-02-02 18:00:00+00:00,"{'w': 0.5761900114845666, 'd': 0.2534873554669424, 'l': 0.1703226329061776}",l,2021-02-02 18:00:00+00:00,Arsenal,False,Wolverhampton_Wanderers,Wolverhampton Wanderers,Arsenal,2,1,0.716265,1.56162,1.3146650000000002,0.989682,3,False,False
14655,True,a,"{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '1', 'a': '0'}","{'h': '1.19792', 'a': '0.679649'}",2021-02-06 12:30:00+00:00,"{'w': 0.4847594579225831, 'd': 0.3052592673695797, 'l': 0.2099812747040925}",l,2021-02-06 12:30:00+00:00,Arsenal,False,Aston_Villa,Aston Villa,Arsenal,1,0,0.679649,1.19792,1.376884,1.0873392,3,False,False
14665,True,h,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '245', 'title': 'Leeds', 'short_title': 'LED'}","{'h': '4', 'a': '2'}","{'h': '2.50614', 'a': '0.77074'}",2021-02-14 16:30:00+00:00,"{'w': 0.7518262534369562, 'd': 0.15440545481078746, 'l': 0.09376822041474489}",w,2021-02-14 16:30:00+00:00,Arsenal,True,Leeds,Arsenal,Leeds,4,2,2.50614,0.77074,1.4166239999999999,1.207728,8,False,False
14675,True,h,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'h': '0', 'a': '1'}","{'h': '0.331188', 'a': '2.08868'}",2021-02-21 16:30:00+00:00,"{'w': 0.04768218356430033, 'd': 0.16194561554109832, 'l': 0.7903721940606423}",l,2021-02-21 16:30:00+00:00,Arsenal,True,Manchester_City,Arsenal,Manchester City,0,1,0.331188,2.08868,0.9960815999999999,1.426456,7,False,False
14690,True,a,"{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '1', 'a': '3'}","{'h': '0.533575', 'a': '2.1065'}",2021-02-28 12:00:00+00:00,"{'w': 0.081125629470428, 'd': 0.17711597023296916, 'l': 0.741758392661366}",w,2021-02-28 12:00:00+00:00,Arsenal,False,Leicester,Leicester,Arsenal,1,3,2.1065,0.533575,1.2679483999999999,1.2305069999999998,6,False,False
14697,True,a,"{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '1', 'a': '1'}","{'h': '1.10374', 'a': '2.53692'}",2021-03-06 12:30:00+00:00,"{'w': 0.14552286338376003, 'd': 0.17025871050196886, 'l': 0.6842183428524723}",d,2021-03-06 12:30:00+00:00,Arsenal,False,Burnley,Burnley,Arsenal,1,1,2.53692,1.10374,1.6320793999999998,1.138931,6,False,False
14705,True,h,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'h': '2', 'a': '1'}","{'h': '1.56529', 'a': '0.705566'}",2021-03-14 16:30:00+00:00,"{'w': 0.5799904428551665, 'd': 0.25284341087440615, 'l': 0.16716614612351735}",w,2021-03-14 16:30:00+00:00,Arsenal,True,Tottenham,Arsenal,Tottenham,2,1,1.56529,0.705566,1.8092076,1.0404602,8,True,False
14724,True,a,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '3', 'a': '3'}","{'h': '2.50629', 'a': '1.35217'}",2021-03-21 15:00:00+00:00,"{'w': 0.6259561819944498, 'd': 0.18155823068207866, 'l': 0.19248551591188273}",d,2021-03-21 15:00:00+00:00,Arsenal,False,West_Ham,West Ham,Arsenal,3,3,1.35217,2.50629,1.5784136,1.3875702,6,False,False
14725,True,h,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'h': '0', 'a': '3'}","{'h': '0.161161', 'a': '2.43732'}",2021-04-03 19:00:00+00:00,"{'w': 0.01566037989431663, 'd': 0.10660324002455525, 'l': 0.8777363300018932}",l,2021-04-03 19:00:00+00:00,Arsenal,True,Liverpool,Arsenal,Liverpool,0,3,0.161161,2.43732,1.5444082000000001,1.4572981999999999,13,False,False
14741,True,a,"{'id': '238', 'title': 'Sheffield United', 'short_title': 'SHE'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '0', 'a': '3'}","{'h': '0.315121', 'a': '1.93838'}",2021-04-11 18:00:00+00:00,"{'w': 0.05133854267290257, 'd': 0.17967411086970414, 'l': 0.7689873438936708}",w,2021-04-11 18:00:00+00:00,Arsenal,False,Sheffield_United,Sheffield United,Arsenal,0,3,1.93838,0.315121,1.5107842,1.4136074,7,False,False
14745,True,h,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '228', 'title': 'Fulham', 'short_title': 'FLH'}","{'h': '1', 'a': '1'}","{'h': '2.85573', 'a': '0.839128'}",2021-04-18 12:30:00+00:00,"{'w': 0.7873072085670827, 'd': 0.13114536143902747, 'l': 0.08154706417323714}",d,2021-04-18 12:30:00+00:00,Arsenal,True,Fulham,Arsenal,Fulham,1,1,2.85573,0.839128,1.5745462,1.360685,6,False,False
14755,True,h,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'h': '0', 'a': '1'}","{'h': '0.735767', 'a': '0.529676'}",2021-04-23 19:00:00+00:00,"{'w': 0.3624708943129118, 'd': 0.40324656119313024, 'l': 0.23428254449395391}",l,2021-04-23 19:00:00+00:00,Arsenal,True,Everton,Arsenal,Everton,0,1,0.735767,0.529676,1.4086415999999997,1.325507,5,False,False
14771,True,a,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '0', 'a': '2'}","{'h': '0.172988', 'a': '1.78751'}",2021-05-02 13:00:00+00:00,"{'w': 0.030788436627972197, 'd': 0.18780581310287242, 'l': 0.7814057493942134}",w,2021-05-02 13:00:00+00:00,Arsenal,False,Newcastle_United,Newcastle United,Arsenal,0,2,1.78751,0.172988,1.4957095999999999,0.8588466,8,False,False
14775,True,h,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '76', 'title': 'West Bromwich Albion', 'short_title': 'WBA'}","{'h': '3', 'a': '1'}","{'h': '1.07042', 'a': '1.83076'}",2021-05-09 18:00:00+00:00,"{'w': 0.2199021225717296, 'd': 0.22843695266275862, 'l': 0.5516609235617966}",w,2021-05-09 18:00:00+00:00,Arsenal,True,West_Bromwich_Albion,Arsenal,West Bromwich Albion,3,1,1.07042,1.83076,1.6775613999999996,0.7375346,7,False,False
14790,True,a,"{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '0', 'a': '1'}","{'h': '1.56786', 'a': '0.692043'}",2021-05-12 19:15:00+00:00,"{'w': 0.5842826027744775, 'd': 0.25227548085848805, 'l': 0.16344191621682527}",w,2021-05-12 19:15:00+00:00,Arsenal,False,Chelsea,Chelsea,Arsenal,0,1,0.692043,1.56786,1.428294,0.9880824,3,False,False
14798,True,a,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '1', 'a': '3'}","{'h': '0.998377', 'a': '1.7945'}",2021-05-19 18:00:00+00:00,"{'w': 0.20831241944044493, 'd': 0.23107696042231335, 'l': 0.560610619215272}",w,2021-05-19 18:00:00+00:00,Arsenal,False,Crystal_Palace,Crystal Palace,Arsenal,1,3,1.7945,0.998377,1.216048,1.0199322,6,False,False
14805,True,h,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}","{'h': '2', 'a': '0'}","{'h': '0.772904', 'a': '0.193968'}",2021-05-23 15:00:00+00:00,"{'w': 0.47309581150206914, 'd': 0.4394529593325661, 'l': 0.08745122916535669}",w,2021-05-23 15:00:00+00:00,Arsenal,True,Brighton,Arsenal,Brighton,2,0,0.772904,0.193968,1.2234754,0.9527905999999999,3,False,False
16376,True,a,"{'id': '244', 'title': 'Brentford', 'short_title': 'BRE'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '2', 'a': '0'}","{'h': '1.88818', 'a': '1.02385'}",2021-08-13 19:00:00+00:00,"{'w': 0.5757163363982951, 'd': 0.22259666395968727, 'l': 0.20168699782934718}",l,2021-08-13 19:00:00+00:00,Arsenal,False,Brentford,Brentford,Arsenal,2,0,1.02385,1.88818,1.0707434,1.295829,82,False,False
16394,True,h,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'h': '0', 'a': '2'}","{'h': '0.630099', 'a': '3.64132'}",2021-08-22 15:30:00+00:00,"{'w': 0.030344888684455788, 'd': 0.06979273624546208, 'l': 0.8998555977019196}",l,2021-08-22 15:30:00+00:00,Arsenal,True,Chelsea,Arsenal,Chelsea,0,2,0.630099,3.64132,0.9826792,1.6579409999999999,8,False,False
16396,True,a,"{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '5', 'a': '0'}","{'h': '4.47273', 'a': '0.116805'}",2021-08-28 11:30:00+00:00,"{'w': 0.9821221894920528, 'd': 0.016198958243945898, 'l': 0.0016099063835561677}",l,2021-08-28 11:30:00+00:00,Arsenal,False,Manchester_City,Manchester City,Arsenal,5,0,0.116805,4.47273,0.8676316,2.238915,5,False,False
16407,True,h,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}","{'h': '1', 'a': '0'}","{'h': '2.68515', 'a': '0.577292'}",2021-09-11 14:00:00+00:00,"{'w': 0.8182409171983739, 'd': 0.12503116603422335, 'l': 0.05672774667846501}",w,2021-09-11 14:00:00+00:00,Arsenal,True,Norwich,Arsenal,Norwich,1,0,2.68515,0.577292,1.0457616,2.1546980000000002,14,False,False
16419,True,a,"{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '0', 'a': '1'}","{'h': '0.775574', 'a': '1.09928'}",2021-09-18 14:00:00+00:00,"{'w': 0.256024875643945, 'd': 0.31480041635485434, 'l': 0.4291747080000614}",w,2021-09-18 14:00:00+00:00,Arsenal,False,Burnley,Burnley,Arsenal,0,1,1.09928,0.775574,1.1110368,2.2710192,7,False,False
16434,True,h,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'h': '3', 'a': '1'}","{'h': '1.44499', 'a': '0.980166'}",2021-09-26 15:30:00+00:00,"{'w': 0.47829118196240206, 'd': 0.2657597619408436, 'l': 0.2559490560470079}",w,2021-09-26 15:30:00+00:00,Arsenal,True,Tottenham,Arsenal,Tottenham,3,1,1.44499,0.980166,1.1952648,2.0894164,8,True,False
16436,True,a,"{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '0', 'a': '0'}","{'h': '1.11551', 'a': '0.36431'}",2021-10-02 16:30:00+00:00,"{'w': 0.5494914296219638, 'd': 0.33004127623346313, 'l': 0.12046729414318523}",d,2021-10-02 16:30:00+00:00,Arsenal,False,Brighton,Brighton,Arsenal,0,0,0.36431,1.11551,1.142107,1.5842543999999998,6,False,False
16446,True,h,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '2', 'a': '2'}","{'h': '1.7436', 'a': '0.492239'}",2021-10-18 19:00:00+00:00,"{'w': 0.6809622376761548, 'd': 0.22032165001479434, 'l': 0.09871611168141746}",d,2021-10-18 19:00:00+00:00,Arsenal,True,Crystal_Palace,Arsenal,Crystal Palace,2,2,1.7436,0.492239,1.4674660000000002,0.7881561999999998,16,False,False
16456,True,h,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'h': '3', 'a': '1'}","{'h': '3.4984', 'a': '1.41088'}",2021-10-22 19:00:00+00:00,"{'w': 0.7644054021257769, 'd': 0.12270335811137303, 'l': 0.11288699850242852}",w,2021-10-22 19:00:00+00:00,Arsenal,True,Aston_Villa,Arsenal,Aston Villa,3,1,3.4984,1.41088,1.630116,0.9548737999999999,4,False,False
16468,True,a,"{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '0', 'a': '2'}","{'h': '1.98801', 'a': '1.10288'}",2021-10-30 11:30:00+00:00,"{'w': 0.5788847827652518, 'd': 0.21507739566470632, 'l': 0.20603781799185186}",w,2021-10-30 11:30:00+00:00,Arsenal,False,Leicester,Leicester,Arsenal,0,2,1.10288,1.98801,1.630836,1.1973609999999997,7,False,False
16476,True,h,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}","{'h': '1', 'a': '0'}","{'h': '1.49208', 'a': '0.491659'}",2021-11-07 14:00:00+00:00,"{'w': 0.6210170943316577, 'd': 0.25854905338877554, 'l': 0.12043385220289556}",w,2021-11-07 14:00:00+00:00,Arsenal,True,Watford,Arsenal,Watford,1,0,1.49208,0.491659,1.6402539999999999,1.0996595999999998,8,False,False
16489,True,a,"{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '4', 'a': '0'}","{'h': '3.97374', 'a': '0.268025'}",2021-11-20 17:30:00+00:00,"{'w': 0.958590402248445, 'd': 0.03429493468546758, 'l': 0.007096164606896657}",l,2021-11-20 17:30:00+00:00,Arsenal,False,Liverpool,Liverpool,Arsenal,4,0,0.268025,3.97374,1.6209970000000002,1.6713055999999997,13,False,False
16496,True,h,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '2', 'a': '0'}","{'h': '2.84493', 'a': '0.185383'}",2021-11-27 12:30:00+00:00,"{'w': 0.910083972405584, 'd': 0.07733646708332448, 'l': 0.012579211428075445}",w,2021-11-27 12:30:00+00:00,Arsenal,True,Newcastle_United,Arsenal,Newcastle United,2,0,2.84493,0.185383,1.841263,1.6099343999999998,6,False,False
16512,True,a,"{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '3', 'a': '2'}","{'h': '1.85597', 'a': '1.16638'}",2021-12-02 20:15:00+00:00,"{'w': 0.5349586192210352, 'd': 0.226867602438597, 'l': 0.2381737768951799}",l,2021-12-02 20:15:00+00:00,Arsenal,False,Manchester_United,Manchester United,Arsenal,3,2,1.16638,1.85597,1.374859,1.6989523999999996,5,False,False
16517,True,a,"{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '2', 'a': '1'}","{'h': '1.06108', 'a': '1.05723'}",2021-12-06 20:00:00+00:00,"{'w': 0.3519832076839053, 'd': 0.2980026905419334, 'l': 0.35001410177281617}",l,2021-12-06 20:00:00+00:00,Arsenal,False,Everton,Everton,Arsenal,2,1,1.05723,1.06108,1.365729,1.5135663999999998,3,False,False
16526,True,h,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'h': '3', 'a': '0'}","{'h': '2.08429', 'a': '0.502215'}",2021-12-11 15:00:00+00:00,"{'w': 0.7457702561343862, 'd': 0.17726989612168023, 'l': 0.0769598410952121}",w,2021-12-11 15:00:00+00:00,Arsenal,True,Southampton,Arsenal,Southampton,3,0,2.08429,0.502215,1.484171,1.5156775999999996,4,False,False
